meter_id,contract_id,meter_type,voltage,status,location,latitude,longitude
24786,4958,single-phase,,active,Đồng Nai,11.0686,107.1676
24791,4959,single-phase,,active,Trà Vinh,9.9513,106.3346
24796,4960,single-phase,,active,An Giang,10.5216,105.1259
24801,4961,single-phase,,active,Tuyên Quang,21.7767,105.228
24806,4962,single-phase,,active,Đắk Nông,12.2646,107.6098
24811,4963,single-phase,,active,Cao Bằng,22.6666,106.264
24816,4964,single-phase,,active,Hải Phòng,20.8449,106.6881
24821,4965,single-phase,,active,Phú Yên,13.0882,109.0929
24826,4966,single-phase,,active,Bến Tre,10.2434,106.3756
24831,4967,single-phase,,active,Quảng Nam,15.5394,108.0191
24836,4968,single-phase,,active,Cần Thơ,10.0452,105.7469
24841,4969,single-phase,,active,Hà Nam,20.5835,105.923
24846,4970,single-phase,,active,Bình Phước,11.7512,106.7235
24851,4971,single-phase,,active,Cần Thơ,10.0452,105.7469
24856,4972,single-phase,,active,Long An,10.6956,106.2431
24861,4973,single-phase,,active,Bình Định,13.886,109.1077
24866,4974,single-phase,,active,Hải Phòng,20.8449,106.6881
24871,4975,single-phase,,active,Tuyên Quang,21.7767,105.228
24876,4976,single-phase,,active,Bà rịa Vũng Tàu,10.5417,107.243
24881,4977,single-phase,,active,Hưng Yên,20.6547,106.0578
24886,4978,single-phase,,active,Quảng Bình,17.6103,106.3487
24891,4979,single-phase,,active,Khánh Hòa,12.2585,109.0526
24896,4980,single-phase,,active,Đắk Lắk,12.71,108.2378
24901,4981,single-phase,,active,Bình Dương,11.3254,106.477
24906,4982,single-phase,,active,Bắc Ninh,21.1782,106.071
24911,4983,single-phase,,active,Nam Định,20.4388,106.1621
24916,4984,single-phase,,active,Thừa Thiên Huế,16.4674,107.5905
24921,4985,single-phase,,active,Đắk Lắk,12.71,108.2378
24926,4986,single-phase,,active,TP. Hồ Chí Minh,10.8231,106.6297
24931,4987,single-phase,,active,Vĩnh Long,10.2396,105.9572
24936,4988,single-phase,,active,Thái Nguyên,21.5672,105.8252
24941,4989,single-phase,,active,Quảng Nam,15.5394,108.0191
24946,4990,single-phase,,active,An Giang,10.5216,105.1259
24951,4991,single-phase,,active,Lai Châu,22.3862,103.4703
24956,4992,single-phase,,active,Đắk Nông,12.2646,107.6098
24961,4993,single-phase,,active,Điện Biên,21.4064,103.0322
24966,4994,single-phase,,active,Hưng Yên,20.6547,106.0578
24971,4995,single-phase,,active,Đắk Lắk,12.71,108.2378
24976,4996,single-phase,,active,Bình Dương,11.3254,106.477
24981,4997,single-phase,,active,Bắc Kạn,22.1443,105.8345
24986,4998,single-phase,,active,Sơn La,21.3269,103.9144
24991,4999,single-phase,,active,Hải Phòng,20.8449,106.6881
24996,5000,single-phase,,active,Tiền Giang,10.4493,106.3421
25001,5001,single-phase,,active,Cà Mau,9.1527,105.1961
25006,5002,single-phase,,active,TP. Hồ Chí Minh,10.8231,106.6297
25011,5003,single-phase,,active,Cao Bằng,22.6666,106.264
25016,5004,single-phase,,active,Kon Tum,14.3497,108.0005
25021,5005,single-phase,,active,Hậu Giang,9.7579,105.6413
25026,5006,single-phase,,active,Vĩnh Long,10.2396,105.9572
25031,5007,single-phase,,active,Thái Nguyên,21.5672,105.8252
25036,5008,single-phase,,active,Thừa Thiên Huế,16.4674,107.5905
25041,5009,single-phase,,active,Kiên Giang,9.825,105.1259
25046,5010,single-phase,,active,Đà Nẵng,16.0544,108.2022
25051,5011,single-phase,,active,Bình Phước,11.7512,106.7235
25056,5012,single-phase,,active,Đắk Nông,12.2646,107.6098
25061,5013,single-phase,,active,Nam Định,20.4388,106.1621
25066,5014,single-phase,,active,Bạc Liêu,9.294,105.7216
25071,5015,single-phase,,active,Quảng Ngãi,15.1214,108.8044
25076,5016,single-phase,,active,Kiên Giang,9.825,105.1259
25081,5017,single-phase,,active,Quảng Trị,16.7943,106.9634
25086,5018,single-phase,,active,Trà Vinh,9.9513,106.3346
25091,5019,single-phase,,active,Đồng Nai,11.0686,107.1676
25096,5020,single-phase,,active,Nghệ An,19.2342,104.92
25101,5021,single-phase,,active,Quảng Ninh,21.0064,107.2925
25106,5022,single-phase,,active,Cà Mau,9.1527,105.1961
25111,5023,single-phase,,active,Phú Thọ,21.422,105.2297
25116,5024,single-phase,,active,An Giang,10.5216,105.1259
25121,5025,single-phase,,active,Hải Dương,20.9373,106.3146
25126,5026,single-phase,,active,Tây Ninh,11.3352,106.1099
25131,5027,single-phase,,active,Bà rịa Vũng Tàu,10.5417,107.243
25136,5028,single-phase,,active,Trà Vinh,9.9513,106.3346
25141,5029,single-phase,,active,Khánh Hòa,12.2585,109.0526
25146,5030,single-phase,,active,Tây Ninh,11.3352,106.1099
25151,5031,single-phase,,active,Bến Tre,10.2434,106.3756
25156,5032,single-phase,,active,Ninh Bình,20.2506,105.9745
25161,5033,single-phase,,active,Lào Cai,22.4809,103.9755
25166,5034,single-phase,,active,Bình Dương,11.3254,106.477
25171,5035,single-phase,,active,Đồng Nai,11.0686,107.1676
25176,5036,single-phase,,active,Bà rịa Vũng Tàu,10.5417,107.243
25181,5037,single-phase,,active,Hà Nội,21.0278,105.8342
25186,5038,single-phase,,active,Sơn La,21.3269,103.9144
25191,5039,single-phase,,active,Hưng Yên,20.6547,106.0578
25196,5040,single-phase,,active,Quảng Ninh,21.0064,107.2925
25201,5041,single-phase,,active,Quảng Ngãi,15.1214,108.8044
25206,5042,single-phase,,active,Bắc Giang,21.282,106.1975
25211,5043,single-phase,,active,Quảng Nam,15.5394,108.0191
25216,5044,single-phase,,active,Khánh Hòa,12.2585,109.0526
25221,5045,single-phase,,active,Yên Bái,21.7168,104.8986
25226,5046,single-phase,,active,Bắc Giang,21.282,106.1975
25231,5047,single-phase,,active,Gia Lai,13.8079,108.1094
25236,5048,single-phase,,active,Cần Thơ,10.0452,105.7469
25241,5049,single-phase,,active,Quảng Ngãi,15.1214,108.8044
25246,5050,single-phase,,active,Kon Tum,14.3497,108.0005
25251,5051,single-phase,,active,Cần Thơ,10.0452,105.7469
25256,5052,single-phase,,active,Bắc Giang,21.282,106.1975
25261,5053,single-phase,,active,Bến Tre,10.2434,106.3756
25266,5054,single-phase,,active,Phú Thọ,21.422,105.2297
25271,5055,single-phase,,active,Quảng Nam,15.5394,108.0191
25276,5056,single-phase,,active,Lào Cai,22.4809,103.9755
25281,5057,single-phase,,active,Bình Thuận,11.0904,108.0721
25286,5058,single-phase,,active,Ninh Bình,20.2506,105.9745
25291,5059,single-phase,,active,Long An,10.6956,106.2431
25296,5060,single-phase,,active,Hà Nội,21.0278,105.8342
25301,5061,single-phase,,active,Vĩnh Long,10.2396,105.9572
25306,5062,single-phase,,active,Bà rịa Vũng Tàu,10.5417,107.243
25311,5063,single-phase,,active,Bắc Ninh,21.1782,106.071
25316,5064,single-phase,,active,Đồng Nai,11.0686,107.1676
25321,5065,single-phase,,active,Ninh Bình,20.2506,105.9745
25326,5066,single-phase,,active,Hà Nội,21.0278,105.8342
25331,5067,single-phase,,active,Bắc Kạn,22.1443,105.8345
25336,5068,single-phase,,active,Hòa Bình,20.8275,105.3391
25341,5069,single-phase,,active,Lạng Sơn,21.8537,106.7615
25346,5070,single-phase,,active,Phú Yên,13.0882,109.0929
25351,5071,single-phase,,active,An Giang,10.5216,105.1259
25356,5072,single-phase,,active,Bắc Ninh,21.1782,106.071
25361,5073,single-phase,,active,Hà Nội,21.0278,105.8342
25366,5074,single-phase,,active,Quảng Nam,15.5394,108.0191
25371,5075,single-phase,,active,Bình Thuận,11.0904,108.0721
25376,5076,single-phase,,active,Điện Biên,21.4064,103.0322
25381,5077,single-phase,,active,TP. Hồ Chí Minh,10.8231,106.6297
25386,5078,single-phase,,active,Tây Ninh,11.3352,106.1099
25391,5079,single-phase,,active,Bà rịa Vũng Tàu,10.5417,107.243
25396,5080,single-phase,,active,Kiên Giang,9.825,105.1259
25401,5081,single-phase,,active,Gia Lai,13.8079,108.1094
25406,5082,single-phase,,active,Đà Nẵng,16.0544,108.2022
25411,5083,single-phase,,active,Thanh Hóa,19.8067,105.7852
25416,5084,single-phase,,active,Hà Giang,22.8026,104.9784
25421,5085,single-phase,,active,Lâm Đồng,11.5753,108.1429
25426,5086,single-phase,,active,Điện Biên,21.4064,103.0322
25431,5087,single-phase,,active,Long An,10.6956,106.2431
25436,5088,single-phase,,active,Bạc Liêu,9.294,105.7216
25441,5089,single-phase,,active,Yên Bái,21.7168,104.8986
25446,5090,single-phase,,active,Phú Thọ,21.422,105.2297
25451,5091,single-phase,,active,Quảng Trị,16.7943,106.9634
25456,5092,single-phase,,active,Quảng Ninh,21.0064,107.2925
25461,5093,single-phase,,active,Thanh Hóa,19.8067,105.7852
25466,5094,single-phase,,active,Tuyên Quang,21.7767,105.228
25471,5095,single-phase,,active,Quảng Ngãi,15.1214,108.8044
25476,5096,single-phase,,active,Hà Tĩnh,18.342,105.8923
25481,5097,single-phase,,active,Bình Định,13.886,109.1077
25486,5098,single-phase,,active,Hà Giang,22.8026,104.9784
25491,5099,single-phase,,active,Bình Định,13.886,109.1077
25496,5100,single-phase,,active,Cao Bằng,22.6666,106.264
25501,5101,single-phase,,active,Hà Nội,21.0278,105.8342
25506,5102,single-phase,,active,Hải Dương,20.9373,106.3146
25511,5103,single-phase,,active,Bình Phước,11.7512,106.7235
25516,5104,single-phase,,active,Bà rịa Vũng Tàu,10.5417,107.243
25521,5105,single-phase,,active,Ninh Thuận,11.6739,108.863
25526,5106,single-phase,,active,Hà Nội,21.0278,105.8342
25531,5107,single-phase,,active,Hòa Bình,20.8275,105.3391
25536,5108,single-phase,,active,Bình Định,13.886,109.1077
25541,5109,single-phase,,active,Thừa Thiên Huế,16.4674,107.5905
25546,5110,single-phase,,active,Kiên Giang,9.825,105.1259
25551,5111,single-phase,,active,An Giang,10.5216,105.1259
25556,5112,single-phase,,active,Bình Thuận,11.0904,108.0721
25561,5113,single-phase,,active,Quảng Ngãi,15.1214,108.8044
25566,5114,single-phase,,active,Hà Giang,22.8026,104.9784
25571,5115,single-phase,,active,Lai Châu,22.3862,103.4703
25576,5116,single-phase,,active,Bạc Liêu,9.294,105.7216
25581,5117,single-phase,,active,Đồng Tháp,10.4938,105.6882
25586,5118,single-phase,,active,Phú Thọ,21.422,105.2297
25591,5119,single-phase,,active,Trà Vinh,9.9513,106.3346
25596,5120,single-phase,,active,Quảng Bình,17.6103,106.3487
25601,5121,single-phase,,active,Yên Bái,21.7168,104.8986
25606,5122,single-phase,,active,Thanh Hóa,19.8067,105.7852
25611,5123,single-phase,,active,Ninh Bình,20.2506,105.9745
25616,5124,single-phase,,active,Cần Thơ,10.0452,105.7469
25621,5125,single-phase,,active,Lạng Sơn,21.8537,106.7615
25626,5126,single-phase,,active,Thái Bình,20.4463,106.3366
25631,5127,single-phase,,active,Bình Dương,11.3254,106.477
25636,5128,single-phase,,active,Kon Tum,14.3497,108.0005
25641,5129,single-phase,,active,Bến Tre,10.2434,106.3756
25646,5130,single-phase,,active,Hòa Bình,20.8275,105.3391
25651,5131,single-phase,,active,Thái Nguyên,21.5672,105.8252
25656,5132,single-phase,,active,Vĩnh Long,10.2396,105.9572
25661,5133,single-phase,,active,Ninh Bình,20.2506,105.9745
25666,5134,single-phase,,active,Kon Tum,14.3497,108.0005
25671,5135,single-phase,,active,Kiên Giang,9.825,105.1259
25676,5136,single-phase,,active,Bình Phước,11.7512,106.7235
25681,5137,single-phase,,active,Bà rịa Vũng Tàu,10.5417,107.243
25686,5138,single-phase,,active,Cao Bằng,22.6666,106.264
25691,5139,single-phase,,active,Nghệ An,19.2342,104.92
25696,5140,single-phase,,active,Lai Châu,22.3862,103.4703
25701,5141,single-phase,,active,Tuyên Quang,21.7767,105.228
25706,5142,single-phase,,active,Bạc Liêu,9.294,105.7216
25711,5143,single-phase,,active,Gia Lai,13.8079,108.1094
25716,5144,single-phase,,active,Bến Tre,10.2434,106.3756
25721,5145,single-phase,,active,Quảng Bình,17.6103,106.3487
25726,5146,single-phase,,active,Hậu Giang,9.7579,105.6413
25731,5147,single-phase,,active,Yên Bái,21.7168,104.8986
25736,5148,single-phase,,active,Sơn La,21.3269,103.9144
25741,5149,single-phase,,active,Hậu Giang,9.7579,105.6413
25746,5150,single-phase,,active,Đà Nẵng,16.0544,108.2022
25751,5151,single-phase,,active,Quảng Ninh,21.0064,107.2925
25756,5152,single-phase,,active,Phú Thọ,21.422,105.2297
25761,5153,single-phase,,active,Vĩnh Phúc,21.3609,105.5474
25766,5154,single-phase,,active,Thái Nguyên,21.5672,105.8252
25771,5155,single-phase,,active,Bình Dương,11.3254,106.477
25776,5156,single-phase,,active,Quảng Trị,16.7943,106.9634
25781,5157,single-phase,,active,Đắk Lắk,12.71,108.2378
25786,5158,single-phase,,active,Thái Bình,20.4463,106.3366
25791,5159,single-phase,,active,Quảng Ninh,21.0064,107.2925
25796,5160,single-phase,,active,Hà Nội,21.0278,105.8342
25801,5161,single-phase,,active,Nghệ An,19.2342,104.92
25806,5162,single-phase,,active,Thừa Thiên Huế,16.4674,107.5905
25811,5163,single-phase,,active,Thái Bình,20.4463,106.3366
25816,5164,single-phase,,active,Trà Vinh,9.9513,106.3346
25821,5165,single-phase,,active,Đà Nẵng,16.0544,108.2022
25826,5166,single-phase,,active,Hà Giang,22.8026,104.9784
25831,5167,single-phase,,active,Thanh Hóa,19.8067,105.7852
25836,5168,single-phase,,active,Cà Mau,9.1527,105.1961
25841,5169,single-phase,,active,Cần Thơ,10.0452,105.7469
25846,5170,single-phase,,active,Hưng Yên,20.6547,106.0578
25851,5171,single-phase,,active,Lâm Đồng,11.5753,108.1429
25856,5172,single-phase,,active,Lâm Đồng,11.5753,108.1429
25861,5173,single-phase,,active,Phú Yên,13.0882,109.0929
25866,5174,single-phase,,active,Quảng Trị,16.7943,106.9634
25871,5175,single-phase,,active,Ninh Bình,20.2506,105.9745
25876,5176,single-phase,,active,Thanh Hóa,19.8067,105.7852
25881,5177,single-phase,,active,Đắk Nông,12.2646,107.6098
25886,5178,single-phase,,active,Phú Yên,13.0882,109.0929
25891,5179,single-phase,,active,Bến Tre,10.2434,106.3756
25896,5180,single-phase,,active,Hưng Yên,20.6547,106.0578
25901,5181,single-phase,,active,Quảng Ngãi,15.1214,108.8044
25906,5182,single-phase,,active,Điện Biên,21.4064,103.0322
25911,5183,single-phase,,active,Trà Vinh,9.9513,106.3346
25916,5184,single-phase,,active,Gia Lai,13.8079,108.1094
25921,5185,single-phase,,active,Quảng Nam,15.5394,108.0191
25926,5186,single-phase,,active,Đắk Lắk,12.71,108.2378
25931,5187,single-phase,,active,Quảng Trị,16.7943,106.9634
25936,5188,single-phase,,active,Hòa Bình,20.8275,105.3391
25941,5189,single-phase,,active,Bình Dương,11.3254,106.477
25946,5190,single-phase,,active,Lào Cai,22.4809,103.9755
25951,5191,single-phase,,active,Quảng Bình,17.6103,106.3487
25956,5192,single-phase,,active,Thái Bình,20.4463,106.3366
25961,5193,single-phase,,active,Phú Yên,13.0882,109.0929
25966,5194,single-phase,,active,Ninh Bình,20.2506,105.9745
25971,5195,single-phase,,active,Thái Bình,20.4463,106.3366
25976,5196,single-phase,,active,Hải Dương,20.9373,106.3146
25981,5197,single-phase,,active,Bạc Liêu,9.294,105.7216
25986,5198,single-phase,,active,Hòa Bình,20.8275,105.3391
25991,5199,single-phase,,active,Sóc Trăng,9.6025,105.9739
25996,5200,single-phase,,active,Yên Bái,21.7168,104.8986
26001,5201,single-phase,,active,Hưng Yên,20.6547,106.0578
26006,5202,single-phase,,active,Bạc Liêu,9.294,105.7216
26011,5203,single-phase,,active,Long An,10.6956,106.2431
26016,5204,single-phase,,active,Bắc Kạn,22.1443,105.8345
26021,5205,single-phase,,active,Nam Định,20.4388,106.1621
26026,5206,single-phase,,active,Kon Tum,14.3497,108.0005
26031,5207,single-phase,,active,Bắc Ninh,21.1782,106.071
26036,5208,single-phase,,active,Tiền Giang,10.4493,106.3421
26041,5209,single-phase,,active,Quảng Nam,15.5394,108.0191
26046,5210,single-phase,,active,Hà Giang,22.8026,104.9784
26051,5211,single-phase,,active,Hậu Giang,9.7579,105.6413
26056,5212,single-phase,,active,Hải Dương,20.9373,106.3146
26061,5213,single-phase,,active,Hậu Giang,9.7579,105.6413
26066,5214,single-phase,,active,Vĩnh Long,10.2396,105.9572
26071,5215,single-phase,,active,Phú Thọ,21.422,105.2297
26076,5216,single-phase,,active,Quảng Ngãi,15.1214,108.8044
26081,5217,single-phase,,active,Lai Châu,22.3862,103.4703
26086,5218,single-phase,,active,Đắk Nông,12.2646,107.6098
26091,5219,single-phase,,active,An Giang,10.5216,105.1259
26096,5220,single-phase,,active,Quảng Ninh,21.0064,107.2925
26101,5221,single-phase,,active,Hậu Giang,9.7579,105.6413
26106,5222,single-phase,,active,Quảng Ninh,21.0064,107.2925
26111,5223,single-phase,,active,Thừa Thiên Huế,16.4674,107.5905
26116,5224,single-phase,,active,Vĩnh Long,10.2396,105.9572
26121,5225,single-phase,,active,Bắc Kạn,22.1443,105.8345
26126,5226,single-phase,,active,Bắc Giang,21.282,106.1975
26131,5227,single-phase,,active,Ninh Bình,20.2506,105.9745
26136,5228,single-phase,,active,Ninh Thuận,11.6739,108.863
26141,5229,single-phase,,active,Hà Giang,22.8026,104.9784
26146,5230,single-phase,,active,Phú Thọ,21.422,105.2297
26151,5231,single-phase,,active,Nghệ An,19.2342,104.92
26156,5232,single-phase,,active,Đồng Nai,11.0686,107.1676
26161,5233,single-phase,,active,Đà Nẵng,16.0544,108.2022
26166,5234,single-phase,,active,Kon Tum,14.3497,108.0005
26171,5235,single-phase,,active,Quảng Ngãi,15.1214,108.8044
26176,5236,single-phase,,active,Long An,10.6956,106.2431
26181,5237,single-phase,,active,Tây Ninh,11.3352,106.1099
26186,5238,single-phase,,active,Quảng Trị,16.7943,106.9634
26191,5239,single-phase,,active,Lào Cai,22.4809,103.9755
26196,5240,single-phase,,active,Thái Nguyên,21.5672,105.8252
26201,5241,single-phase,,active,Đà Nẵng,16.0544,108.2022
26206,5242,single-phase,,active,Sơn La,21.3269,103.9144
26211,5243,single-phase,,active,Thanh Hóa,19.8067,105.7852
26216,5244,single-phase,,active,Cà Mau,9.1527,105.1961
26221,5245,single-phase,,active,Bình Thuận,11.0904,108.0721
26226,5246,single-phase,,active,Thừa Thiên Huế,16.4674,107.5905
26231,5247,single-phase,,active,Cần Thơ,10.0452,105.7469
26236,5248,single-phase,,active,Khánh Hòa,12.2585,109.0526
26241,5249,single-phase,,active,Đồng Tháp,10.4938,105.6882
26246,5250,single-phase,,active,Quảng Bình,17.6103,106.3487
26251,5251,single-phase,,active,TP. Hồ Chí Minh,10.8231,106.6297
26256,5252,single-phase,,active,Yên Bái,21.7168,104.8986
26261,5253,single-phase,,active,TP. Hồ Chí Minh,10.8231,106.6297
26266,5254,single-phase,,active,Hà Nam,20.5835,105.923
26271,5255,single-phase,,active,Đắk Lắk,12.71,108.2378
26276,5256,single-phase,,active,Đắk Lắk,12.71,108.2378
26281,5257,single-phase,,active,Đắk Nông,12.2646,107.6098
26286,5258,single-phase,,active,Bến Tre,10.2434,106.3756
26291,5259,single-phase,,active,Lai Châu,22.3862,103.4703
26296,5260,single-phase,,active,Quảng Ngãi,15.1214,108.8044
26301,5261,single-phase,,active,Đắk Nông,12.2646,107.6098
26306,5262,single-phase,,active,Quảng Trị,16.7943,106.9634
26311,5263,single-phase,,active,Yên Bái,21.7168,104.8986
26316,5264,single-phase,,active,Quảng Ninh,21.0064,107.2925
26321,5265,single-phase,,active,Vĩnh Phúc,21.3609,105.5474
26326,5266,single-phase,,active,Quảng Ngãi,15.1214,108.8044
26331,5267,single-phase,,active,Thái Bình,20.4463,106.3366
26336,5268,single-phase,,active,Tuyên Quang,21.7767,105.228
26341,5269,single-phase,,active,Ninh Thuận,11.6739,108.863
26346,5270,single-phase,,active,Cao Bằng,22.6666,106.264
26351,5271,single-phase,,active,Gia Lai,13.8079,108.1094
26356,5272,single-phase,,active,Quảng Bình,17.6103,106.3487
26361,5273,single-phase,,active,Đà Nẵng,16.0544,108.2022
26366,5274,single-phase,,active,Bình Dương,11.3254,106.477
26371,5275,single-phase,,active,Cà Mau,9.1527,105.1961
26376,5276,single-phase,,active,Ninh Thuận,11.6739,108.863
26381,5277,single-phase,,active,Hưng Yên,20.6547,106.0578
26386,5278,single-phase,,active,Trà Vinh,9.9513,106.3346
26391,5279,single-phase,,active,Bình Phước,11.7512,106.7235
26396,5280,single-phase,,active,Gia Lai,13.8079,108.1094
26401,5281,single-phase,,active,Phú Yên,13.0882,109.0929
26406,5282,single-phase,,active,Phú Yên,13.0882,109.0929
26411,5283,single-phase,,active,Lâm Đồng,11.5753,108.1429
26416,5284,single-phase,,active,Bạc Liêu,9.294,105.7216
26421,5285,single-phase,,active,Bắc Giang,21.282,106.1975
26426,5286,single-phase,,active,Bình Định,13.886,109.1077
26431,5287,single-phase,,active,Long An,10.6956,106.2431
26436,5288,single-phase,,active,Đà Nẵng,16.0544,108.2022
26441,5289,single-phase,,active,Hậu Giang,9.7579,105.6413
26446,5290,single-phase,,active,Đắk Lắk,12.71,108.2378
26451,5291,single-phase,,active,Bình Định,13.886,109.1077
26456,5292,single-phase,,active,TP. Hồ Chí Minh,10.8231,106.6297
26461,5293,single-phase,,active,Bạc Liêu,9.294,105.7216
26466,5294,single-phase,,active,Đồng Nai,11.0686,107.1676
26471,5295,single-phase,,active,Hà Giang,22.8026,104.9784
26476,5296,single-phase,,active,Hà Tĩnh,18.342,105.8923
26481,5297,single-phase,,active,Bắc Giang,21.282,106.1975
26486,5298,single-phase,,active,Hà Nam,20.5835,105.923
26491,5299,single-phase,,active,Quảng Ninh,21.0064,107.2925
26496,5300,single-phase,,active,Đắk Nông,12.2646,107.6098
26501,5301,single-phase,,active,Cao Bằng,22.6666,106.264
26506,5302,single-phase,,active,Phú Yên,13.0882,109.0929
26511,5303,single-phase,,active,Quảng Nam,15.5394,108.0191
26516,5304,single-phase,,active,Bắc Kạn,22.1443,105.8345
26521,5305,single-phase,,active,An Giang,10.5216,105.1259
26526,5306,single-phase,,active,Lâm Đồng,11.5753,108.1429
26531,5307,single-phase,,active,Bình Phước,11.7512,106.7235
26536,5308,single-phase,,active,Bắc Giang,21.282,106.1975
26541,5309,single-phase,,active,Tuyên Quang,21.7767,105.228
26546,5310,single-phase,,active,Tây Ninh,11.3352,106.1099
26551,5311,single-phase,,active,An Giang,10.5216,105.1259
26556,5312,single-phase,,active,Khánh Hòa,12.2585,109.0526
26561,5313,single-phase,,active,Quảng Ngãi,15.1214,108.8044
26566,5314,single-phase,,active,Bến Tre,10.2434,106.3756
26571,5315,single-phase,,active,An Giang,10.5216,105.1259
26576,5316,single-phase,,active,Phú Thọ,21.422,105.2297
26581,5317,single-phase,,active,TP. Hồ Chí Minh,10.8231,106.6297
26586,5318,single-phase,,active,Tuyên Quang,21.7767,105.228
26591,5319,single-phase,,active,Vĩnh Phúc,21.3609,105.5474
26596,5320,single-phase,,active,Hà Giang,22.8026,104.9784
26601,5321,single-phase,,active,Bình Dương,11.3254,106.477
26606,5322,single-phase,,active,Sóc Trăng,9.6025,105.9739
26611,5323,single-phase,,active,Lào Cai,22.4809,103.9755
26616,5324,single-phase,,active,Bạc Liêu,9.294,105.7216
26621,5325,single-phase,,active,Khánh Hòa,12.2585,109.0526
26626,5326,single-phase,,active,Kon Tum,14.3497,108.0005
26631,5327,single-phase,,active,Bắc Ninh,21.1782,106.071
26636,5328,single-phase,,active,Hà Tĩnh,18.342,105.8923
26641,5329,single-phase,,active,Hà Nội,21.0278,105.8342
26646,5330,single-phase,,active,Cà Mau,9.1527,105.1961
26651,5331,single-phase,,active,Lào Cai,22.4809,103.9755
26656,5332,single-phase,,active,Tuyên Quang,21.7767,105.228
26661,5333,single-phase,,active,Sóc Trăng,9.6025,105.9739
26666,5334,single-phase,,active,Ninh Bình,20.2506,105.9745
26671,5335,single-phase,,active,Bến Tre,10.2434,106.3756
26676,5336,single-phase,,active,Lào Cai,22.4809,103.9755
26681,5337,single-phase,,active,Hải Dương,20.9373,106.3146
26686,5338,single-phase,,active,Thanh Hóa,19.8067,105.7852
26691,5339,single-phase,,active,Bắc Ninh,21.1782,106.071
26696,5340,single-phase,,active,Bình Thuận,11.0904,108.0721
26701,5341,single-phase,,active,Quảng Ngãi,15.1214,108.8044
26706,5342,single-phase,,active,Bình Định,13.886,109.1077
26711,5343,single-phase,,active,Thái Nguyên,21.5672,105.8252
26716,5344,single-phase,,active,Phú Yên,13.0882,109.0929
26721,5345,single-phase,,active,Đồng Tháp,10.4938,105.6882
26726,5346,single-phase,,active,Bắc Kạn,22.1443,105.8345
26731,5347,single-phase,,active,Kon Tum,14.3497,108.0005
26736,5348,single-phase,,active,Hà Tĩnh,18.342,105.8923
26741,5349,single-phase,,active,Thái Nguyên,21.5672,105.8252
26746,5350,single-phase,,active,Lai Châu,22.3862,103.4703
26751,5351,single-phase,,active,Quảng Ngãi,15.1214,108.8044
26756,5352,single-phase,,active,Bà rịa Vũng Tàu,10.5417,107.243
26761,5353,single-phase,,active,Sóc Trăng,9.6025,105.9739
26766,5354,single-phase,,active,Quảng Trị,16.7943,106.9634
26771,5355,single-phase,,active,Bình Thuận,11.0904,108.0721
26776,5356,single-phase,,active,TP. Hồ Chí Minh,10.8231,106.6297
26781,5357,single-phase,,active,Long An,10.6956,106.2431
26786,5358,single-phase,,active,Hà Tĩnh,18.342,105.8923
26791,5359,single-phase,,active,Phú Yên,13.0882,109.0929
26796,5360,single-phase,,active,Hòa Bình,20.8275,105.3391
26801,5361,single-phase,,active,Bình Phước,11.7512,106.7235
26806,5362,single-phase,,active,Sóc Trăng,9.6025,105.9739
26811,5363,single-phase,,active,Phú Yên,13.0882,109.0929
26816,5364,single-phase,,active,Quảng Ninh,21.0064,107.2925
26821,5365,single-phase,,active,Hải Phòng,20.8449,106.6881
26826,5366,single-phase,,active,Cao Bằng,22.6666,106.264
26831,5367,single-phase,,active,Quảng Ngãi,15.1214,108.8044
26836,5368,single-phase,,active,Bắc Ninh,21.1782,106.071
26841,5369,single-phase,,active,Bình Thuận,11.0904,108.0721
26846,5370,single-phase,,active,Bến Tre,10.2434,106.3756
26851,5371,single-phase,,active,Lào Cai,22.4809,103.9755
26856,5372,single-phase,,active,Hưng Yên,20.6547,106.0578
26861,5373,single-phase,,active,Hà Nội,21.0278,105.8342
26866,5374,single-phase,,active,Ninh Bình,20.2506,105.9745
26871,5375,single-phase,,active,Tiền Giang,10.4493,106.3421
26876,5376,single-phase,,active,Đắk Nông,12.2646,107.6098
26881,5377,single-phase,,active,Thừa Thiên Huế,16.4674,107.5905
26886,5378,single-phase,,active,Bà rịa Vũng Tàu,10.5417,107.243
26891,5379,single-phase,,active,Cà Mau,9.1527,105.1961
26896,5380,single-phase,,active,Thanh Hóa,19.8067,105.7852
26901,5381,single-phase,,active,Hà Giang,22.8026,104.9784
26906,5382,single-phase,,active,Thừa Thiên Huế,16.4674,107.5905
26911,5383,single-phase,,active,Kiên Giang,9.825,105.1259
26916,5384,single-phase,,active,Quảng Ngãi,15.1214,108.8044
26921,5385,single-phase,,active,Hưng Yên,20.6547,106.0578
26926,5386,single-phase,,active,Quảng Ngãi,15.1214,108.8044
26931,5387,single-phase,,active,Đà Nẵng,16.0544,108.2022
26936,5388,single-phase,,active,Hải Dương,20.9373,106.3146
26941,5389,single-phase,,active,Phú Yên,13.0882,109.0929
26946,5390,single-phase,,active,Lâm Đồng,11.5753,108.1429
26951,5391,single-phase,,active,Quảng Bình,17.6103,106.3487
26956,5392,single-phase,,active,Đắk Lắk,12.71,108.2378
26961,5393,single-phase,,active,Yên Bái,21.7168,104.8986
